"编码","题材","分类","子类","代码","名称","理由","备注"
"9010270","有色金属","白银","","000878","云南铜业","白银销量A股第三，990吨                 ","以电解铜为主导产品的大型生产企业              "
"9010270","有色金属","白银","","002237","恒邦股份","白银销量A股第四，903吨                 ","主要从事黄金矿产采选、贵金属及伴生金属冶炼         "
"9010270","有色金属","白银","","601899","紫金矿业","白银销量A股第五，411吨                 ","黄金周期有望上行，加速布局锂资源。不惧扰动全面布局，资源龙头"
"9010270","有色金属","白银","","002716","湖南白银","白银销量A股第六，304吨                 ","郴州市国资委下属企业，国内白银行业龙头，主营白银，黄金和铅锌"
"9010270","有色金属","白银","","601212","白银有色","白银销量A股第七，253吨                 ","具备铜、铅、锌、金、银多品种有色金属综合发展的独特优势   "
"9010270","有色金属","白银","","000975","山金国际","白银销量A股第八，180吨                 ","聚焦黄金，业内新贵势不可挡                 "
"9010270","有色金属","白银","","000426","兴业银锡","白银销量A股第九，93吨                  ","从事铅、锌、铜、铁、铋、钨等金属的采选及冶炼        "
"9010270","有色金属","白银","","000603","盛达资源","白银销量A股第十，79吨                  ","国内白银龙头企业，坚定“原生矿产资源+城市矿山资源”的发展战"
"9010270","有色金属","铜","阴极铜","000737","北方铜业","阴极铜营收占比A股第一，85.53%；阴极铜产量13.4万吨","无机盐化工行业拥有最大的供应商               "
"9010270","有色金属","铜","阴极铜","000878","云南铜业","阴极铜营收占比A股第二，77.2%；阴极铜产量188.1万吨","以电解铜为主导产品的大型生产企业              "
"9010270","有色金属","铜","阴极铜","600362","江西铜业","阴极铜营收占比A股第三，59.38%；阴极铜产量209.73","国内重要的铜、金、银和硫化工生产企业            "
"9010270","有色金属","铜","阴极铜","601212","白银有色","阴极铜营收占比A股第四，57.98%；阴极铜产量31.6万吨","具备铜、铅、锌、金、银多品种有色金属综合发展的独特优势   "
"9010270","有色金属","铜","阴极铜","000630","铜陵有色","阴极铜产量176.8万吨                  ","在阴极铜、硫酸及铜箔等产品领域有显著的竞争优势       "
"9010270","有色金属","铜","铜矿","601899","紫金矿业","权益资源量A股第一，6277万吨              ","黄金周期有望上行，加速布局锂资源。不惧扰动全面布局，资源龙头"
"9010270","有色金属","铜","铜矿","603993","洛阳钼业","权益资源量A股第二，2840万吨
             ","全球铜钴龙头企业，未来2年公司TFM混合矿项目和KFM铜钴矿"
"9010270","有色金属","铜","铜矿","600362","江西铜业","权益资源量A股第三，1305万吨              ","国内重要的铜、金、银和硫化工生产企业            "
"9010270","有色金属","铜","铜矿","601168","西部矿业","权益资源量A股第四，393万吨               ","从事铅锌铜铝金银等矿的采选及其合金品生产的大型矿业公司   "
"9010270","有色金属","铜","铜矿","000878","云南铜业","权益资源量A股第五，224万吨               ","以电解铜为主导产品的大型生产企业              "
"9010270","有色金属","铜","铜矿","600489","中金黄金","权益资源量A股第六，219万吨               ","公司的标准金占全国产量的20.1%             "
"9010270","有色金属","铜","铜矿","000630","铜陵有色","权益资源量A股第七，212万吨               ","在阴极铜、硫酸及铜箔等产品领域有显著的竞争优势       "
"9010270","有色金属","铜","铜矿","000923","河钢资源","权益资源量A股第八，160万吨               ","专注打造全球化资源类上市平台，铁矿主业稳步发展，铜二期将注入"
"9010270","有色金属","铜","铜矿","000737","北方铜业","权益资源量A股第九，138万吨               ","无机盐化工行业拥有最大的供应商               "
"9010270","有色金属","铜","铜矿","000060","中金岭南","权益资源量A股第十，127万吨
              ","完成了以铅、锌、铜、金等金属为主的全产业链布局       "
"9010270","有色金属","铜","铜矿","603843","*ST正平","铜矿石储量约556万吨                   ","路桥工程的施工、养护、勘测设计、试验检测          "
"9010270","有色金属","铜","铜加工","002171","楚江新材","铜板产能A股第一，产能64万吨，广泛用于电子消费，新能源车、","先进铜基材料龙头与新材料隐形冠军              "
"9010270","有色金属","铜","铜加工","600362","江西铜业","铜杠产能A股第一，产能140多万吨，广泛用于电线，电池线等领","国内重要的铜、金、银和硫化工生产企业            "
"9010270","有色金属","铜","铜加工","601609","金田股份","铜加工材产量国内第一，是国内集再生铜冶炼、铜加工、铜深加工于","铜加工与稀土永磁双轮驱动业绩增长，产品迈向高端化      "
"9010270","有色金属","铜","铜加工","002203","海亮股份","铜管产品市占率A股第一，国内市占率30%。         ","国内铜加工业务巨匠                     "
"9010270","有色金属","铜","铜加工","002295","精艺股份","铜管加工营收25.35亿                  ","主营业务为铜加工设备、精密铜管和铜管深加工产品领域     "
"9010270","有色金属","铝","铝土矿","601600","中国铝业","铝土矿产能A股第一，2800万吨              ","控制铝土矿资源2.13亿吨，氧化铝产能2086万吨/年，产能"
"9010270","有色金属","铝","铝土矿","000807","云铝股份","铝土矿产能A股第二，300万吨               ","实际控制人为国务院国资委，铝冶炼及铝加工为公司主业，电铝龙头"
"9010270","有色金属","铝","电解铝","601600","中国铝业","电解铝产能A股第一，460万吨               ","控制铝土矿资源2.13亿吨，氧化铝产能2086万吨/年，产能"
"9010270","有色金属","铝","电解铝","000807","云铝股份","电解铝产能A股第二，210万吨               ","实际控制人为国务院国资委，铝冶炼及铝加工为公司主业，电铝龙头"
"9010270","有色金属","铝","电解铝","000933","神火股份","电解铝产能A股第三，170万吨               ","煤铝贡献长期业绩，铝加工转型成长可期            "
"9010270","有色金属","铝","电解铝","600219","南山铝业","电解铝产能A股第四，81.6万吨              ","一家电力/氧化铝-电解铝-铝加工全产业链布局的龙头企业。  "
"9010270","有色金属","铝","电解铝","000612","焦作万方","电解铝产能A股第五，42万吨                ","主营电解铝产品，电解槽的能耗指标处于国内同行前列      "
"9010270","有色金属","铝","电解铝","603612","索通发展","预焙阳极产能国内第一，252万吨              ","强α品种，预焙阳极行业龙头升级循环经济领军者        "
"9010270","有色金属","铝","氧化铝","601600","中国铝业","氧化铝产能A股第一，1800万吨              ","控制铝土矿资源2.13亿吨，氧化铝产能2086万吨/年，产能"
"9010270","有色金属","铝","氧化铝","002532","天山铝业","氧化铝产能A股第二，250万吨               ","电解铝龙头，电解铝产能全国单体第二。            "
"9010270","有色金属","铝","氧化铝","000807","云铝股份","氧化铝产能A股第三，140万吨               ","实际控制人为国务院国资委，铝冶炼及铝加工为公司主业，电铝龙头"
"9010270","有色金属","铝","氧化铝","600219","南山铝业","氧化铝产能A股第四，140万吨               ","一家电力/氧化铝-电解铝-铝加工全产业链布局的龙头企业。  "
"9010270","有色金属","铝","再生铝","601388","怡球资源","再生铝产能A股第一，64万吨                ","国内铝资源再生领域的龙头企业之一              "
"9010270","有色金属","铝","再生铝","600219","南山铝业","再生铝产能A股第二，10万吨                ","一家电力/氧化铝-电解铝-铝加工全产业链布局的龙头企业。  "
"9010270","有色金属","锗","","002428","云南锗业","锗产品营收A股第一，4.5亿元               ","国内锗产业链的龙头企业                   "
"9010270","有色金属","锗","","600497","驰宏锌锗","锗产品营收A股第二，3.5亿元               ","中铝集团旗下唯一以铅锌为主业的上市平台           "
"9010270","有色金属","锗","","301118","恒光股份","锗产品设计产能20000斤\\年               ","公司氯酸钠的产量多年来一直处于国内行业领先地位       "
"9010270","有色金属","锗","","000060","中金岭南","公司保有锗储量128吨                   ","完成了以铅、锌、铜、金等金属为主的全产业链布局       "
"9010270","有色金属","锗","","002114","罗平锌电","锗精矿营收0.36亿元                   ","公司“久隆”牌电解锌获中国驰名商标             "
"9010270","有色金属","镓","","000060","中金岭南","公司保有镓储量760吨                   ","完成了以铅、锌、铜、金等金属为主的全产业链布局       "
"9010270","有色金属","镓","","301092","争光股份","公司有不同工艺的提镓树脂                  ","深耕离子交换和吸附树脂行业多年，国内领先的规模化生产企业，获"
"9010270","有色金属","钨","","600549","厦门钨业","钨粉营收A股第一，126亿元（含钼）            ","形成了钨钼、稀土和新能源材料三大业务平台。         "
"9010270","有色金属","钨","","000657","中钨高新","钨粉营收A股第二，23.5亿元               ","具备完整钨产业链，硬质合金刀具龙头，高端刀具之进口替代，钨丝"
"9010270","有色金属","钨","","002378","章源钨业","钨粉营收A股第三，20.48亿元              ","国内钨行业产业链最完整的少数厂商之一            "
"9010270","有色金属","钨","","002842","翔鹭钨业","钨粉营收A股第四，12.67亿元              ","专注于钨制品，钨产业链全布局，光伏钨丝新看点        "
"9010270","有色金属","钼","","601958","金钼股份","钼金属业务市占率A股第一，16%              ","国内钼行业的龙头企业，“自产+自营+贸易”多元化经营    "
"9010270","有色金属","钼","","603993","洛阳钼业","钼金属业务市占率A股第二，13%              ","全球铜钴龙头企业，未来2年公司TFM混合矿项目和KFM铜钴矿"
"9010270","有色金属","钼","","603399","永杉锂业","钼产品营收45亿元，营收占比64.55%          ","国内大型钼业企业，主营钼炉料、钼化工、钼金属等钼系列产品  "
"9010270","有色金属","锡","","000960","锡业股份","锡金属储量A股第一，储量66.7万吨            ","全球锡龙头公司，铟有望提供新业绩增量。           "
"9010270","有色金属","锡","","000426","兴业银锡","锡金属储量A股第二，储量19.56万吨           ","从事铅、锌、铜、铁、铋、钨等金属的采选及冶炼        "
"9010270","有色金属","锡","","600301","华锡有色","锡金属储量A股第三，储量19.07万吨           ","广西壮族自治区国资委旗下上市公司，主营贸易和监理业务。计划收"
"9010270","有色金属","锡","","600101","明星电力","子公司拥有甘孜州巴塘县觉隆锡多金属矿，公司正在对该锡矿进行勘","拥有的遂宁市船山区、安居区供电范围内，市场占有率为100% "
"9010270","有色金属","锑","","601020","华钰矿业","可控锑资源量A股第一，43.46万吨            ","金锑新星 兼具成长和价格弹性                "
"9010270","有色金属","锑","","002155","湖南黄金","可控锑资源量A股第二，29.27万吨            ","占据光伏上游矿产资源，锑金属赋予增长动能          "
"9010270","有色金属","锑","","600301","华锡有色","可控锑资源量A股第三，21.93万吨            ","广西壮族自治区国资委旗下上市公司，主营贸易和监理业务。计划收"
"9010270","有色金属","锑","","000426","兴业银锡","可控锑资源量A股第四，20.44万吨            ","从事铅、锌、铜、铁、铋、钨等金属的采选及冶炼        "
"9010270","有色金属","铅","","600531","豫光金铅","铅金属产能A股第一，产能45万吨。             ","我国大型电解铅、阴极铜、白银生产企业            "
"9010270","有色金属","铅","","600497","驰宏锌锗","铅金属产能A股第二，产能8万吨               ","中铝集团旗下唯一以铅锌为主业的上市平台           "
"9010270","有色金属","铅","","000060","中金岭南","铅金属产能A股第三，产能4.3万吨             ","完成了以铅、锌、铜、金等金属为主的全产业链布局       "
"9010270","有色金属","铅","","000751","锌业股份","铅金属产能A股第四，产能3万吨。              ","公司在国内铅锌冶炼行业具有重要地位             "
"9010270","有色金属","铅","","000688","国城矿业","铅金属储量96.97万吨                  ","以锌、铅、铜为主要品种的有色金属采选企业          "
"9010270","有色金属","铅","","601020","华钰矿业","铅金属储量86万吨                     ","金锑新星 兼具成长和价格弹性                "
"9010270","有色金属","铅","","603132","金徽股份","铅金属储量63.77万吨                  ","具有优质铅锌矿资源的绿色矿山企业              "
"9010270","有色金属","铅","","000603","盛达资源","铅精粉营收占比35.49%                 ","国内白银龙头企业，坚定“原生矿产资源+城市矿山资源”的发展战"
"9010270","有色金属","锌","","600961","株冶集团","锌金属产量A股第一，64万吨                ","国内锌冶炼龙头，全球第九大锌冶炼生产企业          "
"9010270","有色金属","锌","","000060","中金岭南","锌金属产量A股第二，28.64万吨             ","完成了以铅、锌、铜、金等金属为主的全产业链布局       "
"9010270","有色金属","锌","","000751","锌业股份","锌金属产量A股第三，28.51万吨。            ","公司在国内铅锌冶炼行业具有重要地位             "
"9010270","有色金属","锌","","600497","驰宏锌锗","锌金属产量A股第四，23万吨                ","中铝集团旗下唯一以铅锌为主业的上市平台           "
"9010270","有色金属","锌","","002114","罗平锌电","锌金属产能A股第五，7.3万吨               ","公司“久隆”牌电解锌获中国驰名商标             "
"9010270","有色金属","锌","","000426","兴业银锡","锌金属产能A股第六，4.1万吨               ","从事铅、锌、铜、铁、铋、钨等金属的采选及冶炼        "
"9010270","有色金属","锌","","600331","宏达股份","锌金属产能A股第七，3.5万吨

             ","公司工业级磷酸一铵产量位居国内市场前列，产品质量处于同行业前"
"9010270","有色金属","锌","","000758","中色股份","锌储量368.57万吨。                  ","在铅锌冶炼及稀土分离等方面技术水平处于国内领先地位     "
"9010270","有色金属","锌","","603132","金徽股份","锌精矿产量5.4万吨                    ","具有优质铅锌矿资源的绿色矿山企业              "
"9010270","有色金属","锌","","000688","国城矿业","锌精矿产量5.19万吨                   ","以锌、铅、铜为主要品种的有色金属采选企业          "
"9010270","有色金属","钒","","000629","钒钛股份","钒制品营收A股第一，63.61亿元             ","世界主要的钒制品供应商，中国主要的钛原料供应商。钒电池有望成"
"9010270","有色金属","钒","","000709","河钢股份","钒制品营收A股第二，14.7亿元              ","国内品种规格最全的棒材、冷热轧板材的深加工企业       "
"9010270","有色金属","锆","","002167","东方锆业","锆金属营收A股第一，13.7亿元              ","专业从事锆系列制品研发、生产和销售的国家火炬计划重点高新技术"
"9010270","有色金属","锆","","603663","三祥新材","锆金属营收A股第二，7.75亿元              ","电熔氧化锆产能位居行业前列，着力发展高附加值锆系制品。联手宁"
"9010270","有色金属","铁","","000898","鞍钢股份","铁矿石储量A股第一，174亿吨               ","综合研发实力位居钢铁行业领先地位              "
"9010270","有色金属","铁","","600010","包钢股份","铁矿石储量A股第二，14亿吨                ","钢铁生产总体装备水平达到国内外一流             "
"9010270","有色金属","铁","","001203","大中矿业","铁矿石储量A股第三，5.2亿吨               ","铁矿石资源优势明显，深耕球团加工，提高高炉炼铁中球团矿的占比"
"9010270","有色金属","铁","","002738","中矿资源","铁矿石储量A股第四，3.48亿吨              ","全球铯铷龙头晋级锂业“黑马                 "
"9010270","有色金属","铁","","601168","西部矿业","铁矿石储量A股第五，2.7亿吨               ","从事铅锌铜铝金银等矿的采选及其合金品生产的大型矿业公司   "
"9010270","有色金属","铁","","601121","宝地矿业","铁矿石储量A股第六，2.53亿吨              ","新疆国资委旗下，主营铁精粉，业务主要集中在新疆地区     "
"9010270","有色金属","铁","","600307","酒钢宏兴","铁矿石储量A股第七，2.52亿吨              ","西北地区设备装备、经济效益较好的钢铁企业          "
"9010270","有色金属","铁","","601969","海南矿业","铁矿石储量A股第八，2.2亿吨               ","主营铁矿石的采选和销售，拥有我国著名的富铁矿区：石碌铁矿  "
"9010270","有色金属","铁","","000923","河钢资源","铁矿石储量A股第九，1.4亿吨               ","专注打造全球化资源类上市平台，铁矿主业稳步发展，铜二期将注入"
"9010270","有色金属","铁","","000655","金岭矿业","铁矿石储量A股第十，面临枯竭                ","铁矿石品位与开采条件均优于国内同类地下开采的铁矿矿山    "
"9010270","有色金属","铁","","601061","中信金属","铁矿石贸易量5000万吨                  ","全球最大的铌产品供应商CBMM在中国的独家分销商，在国内铌产"
"9010270","有色金属","铁","","603843","*ST正平","铁矿石储量约636万吨                   ","路桥工程的施工、养护、勘测设计、试验检测          "
"9010270","有色金属","铟","","000960","锡业股份","铟资源储量全球第一                     ","全球锡龙头公司，铟有望提供新业绩增量。           "
"9010270","有色金属","铟","","600301","华锡有色","铟资源储量国内第二                     ","广西壮族自治区国资委旗下上市公司，主营贸易和监理业务。计划收"
"9010270","有色金属","铟","","600961","株冶集团","铟产能A股第一，50吨/年                 ","国内锌冶炼龙头，全球第九大锌冶炼生产企业          "
"9010270","有色金属","铟","","000060","中金岭南","铟产能A股第二，10吨/年                 ","完成了以铅、锌、铜、金等金属为主的全产业链布局       "
"9010270","有色金属","铟","","000751","锌业股份","铟产能A股第三，8吨/年，主生产半导体金属铟        ","公司在国内铅锌冶炼行业具有重要地位             "
"9010270","有色金属","铟","","002114","罗平锌电","铟产能A股第四，2.5吨/年                ","公司“久隆”牌电解锌获中国驰名商标             "
"9010270","有色金属","铋","","603588","高能环境","精铋产量3548吨，全球市占率约22%(23年)      ","环境修复、危废处置、垃圾焚烧三大领域作为核心领域，拓宽危废再"
"9010270","有色金属","锰","","601069","西部黄金","锰矿石产能为55.85万吨                 ","西部地区现代化黄金采选冶企业，产品以黄金、铬矿石、铁精粉为主"
"9010270","有色金属","锰","","002125","湘潭电化","电解二氧化锰产能A股第一，12.2万吨           ","国内最大电解二氧化锰生产商                 "
"9010270","有色金属","锰","","600116","三峡水利","电解二氧化锰产能A股第二，3.62万吨           ","三峡库区重要的电力负荷支撑点                "
"9010270","有色金属","锰","","600367","红星发展","电解二氧化锰产能A股第三，1.82万吨           ","碳酸钡和碳酸锶年产销量30多万吨              "
"9010270","有色金属","锰","","002057","中钢天源","四氧化三猛产能A股第一，5.5万吨             ","国内前列的永磁器件生产商、大基建权威检测机构，拥有约8万平方"
"9010270","有色金属","镍","","002340","格林美","电池级高纯镍钴盐晶体产能10万吨              ","三元前驱体全球第二大龙头，2021年占全球产量的12%。  "
"9010270","有色金属","镍","","600711","ST盛屯","镍金属产能4万吨，镍产品营收占比0.67%         ","主营业务为有色金属矿山采掘、矿产品贸易、金属金融服务等   "
"9010270","有色金属","镍","","600490","鹏欣资源","参股Clean TeQ公司，拥有位于澳洲的镍钴钪矿项目。镍产","以铜、金、钴、铝等金属为主的领先的综合资源服务商      "
"9010270","有色金属","镍","","603799","华友钴业","氢氧化镍钴产能6万吨，在建产能12万吨，镍金属在建4.5万吨","已实现镍、钴、锂上游资源布局，成为从资源到材料全产业链的一体"
"9010270","有色金属","镍","","300208","*ST中程","在印尼苏拉威西省持有Madani镍矿约2014公顷，持有BM","从事电网节能、环保及电能质量优化解决方案的电力装备供应商  "
"9010270","有色金属","镍","","600051","宁波联合","子公司宁波联合集团进出口股份有限公司拥有镍矿进出口业务。  ","电力、热力生产和供应业务（覆盖宁波经济技术开发区联合区域）、"
"9010270","有色金属","镍","","301219","腾远钴业","产能扩充进行中，扩能完成后，公司整体镍钴锰锂的生产规模将分别","经过数十年的技术磨炼和沉淀，成为钴盐细分行业的龙头。技术领先"
"9010270","有色金属","镍","","601618","中国中冶","氢氧化镍钴产能4万吨，镍储量132万吨。镍产品营收占比小于1","全球顶级冶金工程承包商、运营商，国内基建主力军。      "
"9010270","有色金属","镍","","605376","博迁新材","镍粉市占率A股第一，市占率10.5%，镍粉营收占比84.37","公司是全球领先电气电容专用高端金属粉体制造商，中国MLCC用"
"9010270","有色金属","铂","","600459","贵研铂业","贵金属回收利用营收第一，70.78亿；铂系产品营收第一，37","我国贵金属新材料一体化龙头企业，背靠世界三大知名贵金属研究所"
"9010270","有色金属","铂","","301026","浩通科技","贵金属回收利用营收第二，12.04亿；回收产品包括铂    ","重要的贵金属回收厂商之一，构建了“回收-新材料-贸易”的完整"
"9010270","有色金属","铂","","600206","有研新材","铂系产品营收第二，58.88亿               ","公司是国内集成电路用超高纯金属靶材的龙头企业。       "
"9010270","有色金属","铂","","688269","凯立新材","铂系产品营收第三，16.3亿                ","国内精细化工领域具有技术优势的贵金属催化剂生产以及催化应用技"
"9010270","有色金属","钴","","301219","腾远钴业","钴产品营收占比第一，45.2%，钴产品营收25亿      ","经过数十年的技术磨炼和沉淀，成为钴盐细分行业的龙头。技术领先"
"9010270","有色金属","钴","","300618","寒锐钴业","钴产品营收占比第二，37.4%，钴产品营收17.9亿    ","国内少数拥有有色金属钴完整产业链的企业之一。        "
"9010270","有色金属","钴","","603799","华友钴业","钴产品营收占比第三，6.31%，钴产品营收41.8亿    ","已实现镍、钴、锂上游资源布局，成为从资源到材料全产业链的一体"
"9010270","有色金属","钴","","600711","ST盛屯","钴产品营收占比第四，4.87%，钴产品营收11.9亿    ","主营业务为有色金属矿山采掘、矿产品贸易、金属金融服务等   "
"9010270","有色金属","钴","","603993","洛阳钼业","钴产品营收占比第五，1.83%，钴产品营收34亿      ","全球铜钴龙头企业，未来2年公司TFM混合矿项目和KFM铜钴矿"
"9010270","有色金属","钴","","601390","中国中铁","公司保有钴资源储量60万吨                 ","全球最大交建基建承包商。                  "
"9010270","有色金属","镁","","002182","宝武镁业","原镁产能A股第一，10万吨\\年               ","高成长镁合金龙头，汽车轻量化最大受益者。          "
"9010270","有色金属","锶","","600367","红星发展","锶盐产能A股第一，9万吨；子公司重庆大足红蝶锶业现有锶盐产能","碳酸钡和碳酸锶年产销量30多万吨              "
"9010270","有色金属","锶","","600714","金瑞矿业","锶盐产能A股第二，2万吨；公司大风山锶矿矿区面积约25平方公","主营碳酸锶系列产品是国内能应用于液晶玻璃基板的主要锶盐产品 "
"9010286","体育","彩票","全产业链","600158","中体产业","完整体育彩票产业链，国家体育总局唯一一家A股上市企业
   ","国内最纯正的体育公司；体育总局控股的唯一一家主板上市公司  "
"9010286","体育","彩票","全产业链","603863","松炀资源","收购金陵乐彩，切入布局彩票                 ","环保再生纸的研发、 生产及销售为一体的国家高新技术企业   "
"9010286","体育","彩票","印刷","002229","鸿博股份","营收A股第一，为3.85亿                 ","体彩即开票印刷业务领域主要参与者，商业票据印刷领域行业龙头企"
"9010286","体育","彩票","印刷","002235","安妮股份","营收A股第二，为0.64亿
                ","版权综合服务（从版权内容诞生到版权内容变现）+商务信息用纸业"
"9010286","体育","彩票","印刷","002117","东港股份","营收A股第三，为0.61亿                 ","区块链为帆，东港再启航                   "
"9010286","体育","彩票","分销","002697","红旗连锁","超1200家门店投放了彩票业务               ","主营业务为便利超市的连锁经营                "
"9010286","体育","器材","人造草坪","605099","共创草坪","人造草坪市占率全球第一，15%               ","人造草坪行业龙头，连续九年产销规模全球第一。        "
"9010286","体育","器材","人造草坪","002922","伊戈尔","参股青岛青禾6.09股权，青岛青禾人造草坪全球市占率11% ","组串式光伏逆变器深度绑定华为、阳光电源           "
"9010286","体育","器材","健身器材","002899","英派斯","营收占比99.7%，为8.22亿              ","国内健身器材行业的领先企业                 "
"9010286","体育","器材","健身器材","301287","康力源","营收占比98.7%，为5.98亿              ","外销为主的健身器材生产商                  "
"9010286","体育","器材","健身器材","605299","舒华体育","营收占比75.49%，为10.2亿             ","健身制造领域领先品牌，二十年深耕已构筑起品类齐全的“健身器材"
"9010286","体育","器材","健身器材","001300","三柏硕","营收占比20.86%，为1.18亿             ","全国最大的蹦床生产企业，外销为主              "
"9010286","体育","器材","户外器材","605080","浙江自然","营收占比99.92%，为9.45亿             ","户外用品国外需求旺盛，国内快速增长，四大核心优势构筑竞争壁垒"
"9010286","体育","器材","户外器材","300005","探路者","营收占比99.26%，为11.3亿             ","国内户外用品行业中的领军企业                "
"9010286","体育","器材","户外器材","603908","牧高笛","营收占比99.03%，为14.21亿            ","户外露营装备龙头；重心从鞋服类产品转为户外露营相关产品；内销"
"9010286","体育","器材","户外器材","002780","三夫户外","营收占比89.96%，为5.05亿             ","专业多品牌户外连锁，运营X-BIONIC品牌，拥有赛事活动营"
"9010286","体育","器材","户外器材","001368","通达创智","营收占比43.17%，为4.07亿             ","主营育户外、家居生活等，外销为主              "
"9010286","体育","器材","户外器材","300703","创源股份","营收占比11.52%，为0.76亿
            ","已确立在时尚文教、休闲用品出口市场的领先地位        "
"9010286","体育","器材","球类器材","300651","金陵体育","营收占比50.28%，为2.38亿             ","公司""金陵""品牌已具有较大的市场影响力和品牌美誉度     "
"9010286","体育","器材","其他器材","603129","春风动力","运动摩托车、全地形车                    ","主营四轮全地形车、大排量摩托车的国家级高新技术企业     "
"9010286","体育","器材","其他器材","002105","信隆健康","康复器材                          ","全球最大自行车零配件生产商，自行车车把、立管、避震前叉等产品"
"9010286","体育","器材","其他器材","002870","香山股份","电子称（衡器）                       ","内饰产品升级，智能座舱+充配件比翼齐飞           "
"9010286","体育","赛事运营","足球","300043","星辉娱乐","控股西班牙人足球俱乐部
                  ","综合性网络游戏运营商+持有西班牙人足球俱乐部99.59%股份"
"9010286","体育","赛事运营","足球","600136","ST明诚","欧足联、西甲等顶级赛事版权
                ","湖北省第一家荣膺“国家体育产业示范单位”称号的上市公司   "
"9010286","体育","赛事运营","赛车","002858","力盛体育","顶级IP赛事-CTCC中国汽车场地职业联赛         ","中国全民健身、数字体育的领跑者，领先的汽车运动运营服务商。 "
"9010286","体育","赛事运营","电竞","300113","顺网科技","创立火马电竞，布局赛事                   ","核心产品“网维大师”，能够为网吧提供全面的系统管理解决方案，"
"9010286","体育","赛事运营","其他","600158","中体产业","体育总局旗下，全赛事布局                  ","国内最纯正的体育公司；体育总局控股的唯一一家主板上市公司  "
"9010286","体育","赛事运营","其他","000558","天府文旅","马拉松赛事
                        ","成都文旅集团旗下的上市公司，是一家具备体育空间全产业链经营能"
"9010286","体育","滑雪场","","603099","长白山","长白山滑雪场                        ","长白山管委会唯一的国有控股上市公司，垄断兼顾""绿水青山""和"""
"9010286","体育","滑雪场","","000558","天府文旅","成都西岭滑雪场                       ","成都文旅集团旗下的上市公司，是一家具备体育空间全产业链经营能"
"9010286","体育","设施","","300492","华图山鼎","子公司参股国弘鼎健主营业务就是体育设施工程，体育场馆管理服务","拥有较为全面的建筑设计能力及客户服务能力          "
"9010286","体育","设施","","002639","雪人股份","公司完成多个冰雪项目的建造2021H1制冰设备1.96亿，营","全球少数同时拥有活塞压缩机、螺杆压缩机、离心压缩机领先技术的"
"9010286","体育","设施","","603081","大丰实业","体育设施业务主要以智能舞台为核心，承揽多届奥运会，NBA体育","国内智能舞台龙头                      "
"9010286","体育","设施","","301058","中粮科工","承担设计了北京冬奥会国家速滑馆、国家雪车雪橇中心、高山滑雪中","粮油+冷链领域的综合性工程服务商，专业铸造价值，粮食安全的保"
"9010286","体育","设施","","002768","国恩股份","子公司国恩体育草坪专注于体育草坪及塑胶跑道的研发、生产和销售","新材料一体化平台规模显现，多领域快速成长未来可期      "
"9010286","体育","设施","","605099","共创草坪","人造草坪市占率A股第一，全球第一，全球市占率约15%。公司人","人造草坪行业龙头，连续九年产销规模全球第一。        "
"9010317","化工","氟","萤石","603505","金石资源","萤石储量A股第一，储量2700万吨。            ","萤石资源龙头，成长空间广阔                 "
"9010317","化工","氟","萤石","605020","永和股份","萤石储量A股第二，储量329万吨。             ","已完成氟化工全产业链覆盖，未来将聚焦于拥有更高附加值的含氟高"
"9010317","化工","氟","萤石","002407","多氟多","萤石储量A股第三，储量300万吨。             ","六氟磷酸锂全球龙头，产销和出口行业领先，成本+技术护城河，扩"
"9010317","化工","氟","萤石","002628","成都路桥","拟整合喀喇沁旗萤石矿资源                  ","30年公路工程施工经验，四川省内少数资质涵盖范围最广的承包商"
"9010317","化工","氟","制冷剂","600160","巨化股份","主流第三代制冷剂配额份额占比国内第一，30.7%      ","国内制冷剂龙头企业，产能和产量均处于行业领先地位。     "
"9010317","化工","氟","制冷剂","603379","三美股份","主流第三代制冷剂配额份额占比国内第二，16%        ","深耕氟化工领域，制冷剂领军企业，同时布局氟化工新材料业务  "
"9010317","化工","氟","制冷剂","600378","昊华科技","主流第三代制冷剂配额份额占比国内第三，13.1%；子公司中化","从技术供应商到研产销一体综合供应商。产品涵盖高端氟材料、电子"
"9010317","化工","氟","制冷剂","605020","永和股份","主流第三代制冷剂配额份额占比国内第五，7.6%       ","已完成氟化工全产业链覆盖，未来将聚焦于拥有更高附加值的含氟高"
"9010317","化工","氟","制冷剂","600673","东阳光","主流第三代制冷剂配额份额占比国内第七，6.6%       ","“铝箔产业链、医药制造”双主业发展             "
"9010317","化工","氟","含氟精细化学品","603310","巍华新材","含氟精细化工业务占比A股第一，98.29%，14.62亿  ","                              "
"9010317","化工","氟","含氟精细化学品","002326","永太科技","含氟精细化工业务占比A股第二，41.49%，17.13亿  ","氟苯精细化学品行业龙头，六氟磷酸锂生产企业         "
"9010317","化工","氟","含氟精细化学品","002915","中欣氟材","含氟精细化工业务占比A股第三，31.64%，4.25亿   ","氟精细化学品研发、生产、销售，国家火炬计划重点高新技术企业 "
"9010317","化工","钛","钛白粉","002601","龙佰集团","设计产能A股第一，为151万吨/年             ","我国最大钛白粉生产企业，拥有钛产业的完整产业链，成本平均领先"
"9010317","化工","钛","钛白粉","002145","中核钛白","设计产能A股第二，为40万吨/年              ","国内著名的钛白粉生产企业                  "
